| 2014-11-21 |               64 |              61 |              66 |               50 |               71 |              29 |              84 |                1,937 |                1,999 |                 0.57 |                  0.14 |                 1.54 |
| 2014-11-23 |               71 |              61 |              80 |               50 |               70 |              24 |              85 |                1,975 |                1,973 |                 0.23 |                  0.14 |                 3.81 |
| 2014-11-24 |               56 |              45 |              66 |               49 |               70 |              26 |              84 |                1,970 |                1,910 |                 0.00 |                  0.13 |                 3.35 |
| 2014-11-25 |               54 |              41 |              66 |               49 |               69 |              29 |              86 |                1,950 |                1,967 |                 0.00 |                  0.14 |                 1.70 |
| 2014-11-26 |               58 |              43 |              73 |               49 |               69 |              27 |              86 |                1,975 |                1,967 |                 0.00 |                  0.14 |                 3.17 |
| 2014-12-01 |               57 |              45 |              69 |               47 |               67 |              26 |              83 |                1,979 |                2,012 |                 0.03 |                  0.15 |                 5.80 |
| 2014-12-02 |               50 |              44 |              56 |               47 |               67 |              28 |              84 |                1,979 |                2,012 |                 0.00 |                  0.13 |                 3.28 |
| 2014-12-04 |               63 |              53 |              72 |               47 |               67 |              27 |              83 |                1,897 |                2,012 |                 0.00 |                  0.13 |                 1.96 |
| 2014-12-08 |               57 |              46 |              67 |               46 |               66 |              25 |              83 |                1,927 |                2,007 |                 0.00 |                  0.13 |                 1.95 |
| 2014-12-09 |               57 |              43 |              70 |               45 |               65 |              25 |              82 |                1,917 |                2,007 |                 0.00 |                  0.13 |                 1.69 |
| 2014-12-11 |               64 |              56 |              72 |               45 |               65 |              26 |              83 |                1,957 |                2,007 |                 0.02 |                  0.12 |                 2.85 |
| 2014-12-12 |               66 |              57 |              75 |               45 |               65 |              25 |              82 |                1,989 |                1,948 |                 0.00 |                  0.13 |                 2.57 |
| 2014-12-13 |               64 |              54 |              74 |               45 |               65 |              19 |              82 |                1,989 |                1,921 |                 0.00 |                  0.12 |                 2.85 |
| 2014-12-16 |               57 |              48 |              66 |               44 |               64 |              19 |              82 |                1,989 |                1,971 |                 0.00 |                  0.12 |                 3.05 |
| 2014-12-18 |               64 |              57 |              70 |               44 |               64 |              24 |              82 |                1,996 |                1,980 |                 0.80 |                  0.11 |                 2.14 |
| 2014-12-19 |               56 |              52 |              59 |               44 |               64 |              20 |              81 |                1,929 |                1,978 |                 3.06 |                  0.12 |                 3.06 |
| 2014-12-21 |               55 |              48 |              61 |               44 |               63 |              21 |              82 |                1,973 |                2,010 |                 0.00 |                  0.12 |                 3.41 |
| 2014-12-23 |               54 |              48 |              60 |               44 |               63 |               7 |              80 |                1,989 |                1,996 |                 0.69 |                  0.13 |                 1.01 |
| 2014-12-27 |               60 |              46 |              74 |               43 |               63 |              19 |              81 |                1,892 |                1,971 |                 0.22 |                  0.11 |                 1.38 |
| 2014-12-30 |               46 |              38 |              53 |               43 |               63 |              19 |              83 |                1,983 |                1,974 |                 0.00 |                  0.10 |                 1.36 |
| 2015-01-02 |               51 |              47 |              54 |               43 |               63 |              16 |              81 |                1,928 |                2,000 |                 0.63 |                  0.10 |                 2.26 |
| 2015-01-05 |               43 |              31 |              54 |               43 |               62 |              22 |              80 |                1,972 |                1,998 |                 0.00 |                  0.11 |                 1.39 |
| 2015-01-11 |               44 |              39 |              49 |               43 |               63 |              12 |              81 |                1,982 |                1,995 |                 0.66 |                  0.10 |                 2.78 |
| 2015-01-15 |               47 |              39 |              54 |               43 |               63 |              21 |              79 |                1,892 |                1,996 |                 0.00 |                  0.11 |                 2.82 |
| 2015-01-17 |               53 |              37 |              69 |               43 |               63 |              15 |              80 |                1,930 |                1,974 |                 0.00 |                  0.11 |                 2.39 |
| 2015-01-21 |               62 |              57 |              67 |               43 |               63 |              16 |              81 |                1,985 |                1,911 |                 0.00 |                  0.11 |                 2.05 |
| 2015-01-26 |               56 |              44 |              67 |               44 |               64 |              23 |              84 |                1,943 |                1,975 |                 0.00 |                  0.11 |                 2.58 |
| 2015-01-28 |               61 |              43 |              79 |               44 |               64 |              19 |              82 |                1,897 |                1,975 |                 0.00 |                  0.12 |                 0.75 |
| 2015-02-02 |               43 |              36 |              50 |               44 |               64 |              14 |              83 |                1,951 |                1,911 |                 0.00 |                  0.11 |                 1.70 |
| 2015-02-04 |               52 |              42 |              61 |               45 |               65 |              22 |              81 |                1,996 |                1,957 |                 0.16 |                  0.10 |                 2.19 |
| 2015-02-05 |               48 |              41 |              55 |               45 |               65 |              23 |              83 |                1,996 |                1,957 |                 0.00 |                  0.10 |                 1.80 |
| 2015-02-11 |               60 |              44 |              75 |               46 |               66 |              20 |              82 |                1,981 |                1,999 |                 0.00 |                  0.11 |                 1.88 |
| 2015-02-12 |               56 |              46 |              66 |               46 |               66 |               6 |              84 |                1,899 |                1,922 |                 0.00 |                  0.12 |                 2.70 |
| 2015-02-14 |               61 |              43 |              78 |               46 |               66 |              10 |              83 |                1,899 |                1,911 |                 0.00 |                  0.11 |                 1.90 |
| 2015-02-16 |               53 |              37 |              68 |               47 |               66 |              13 |              82 |                1,895 |                1,927 |                 0.15 |                  0.12 |                 2.05 |
| 2015-02-20 |               61 |              52 |              69 |               48 |               67 |              25 |              91 |                1,908 |                1,986 |                 0.01 |                  0.12 |                 2.60 |
| 2015-02-23 |               40 |              34 |              46 |               48 |               68 |              27 |              88 |                1,976 |                1,996 |                 0.02 |                  0.11 |                 1.60 |
| 2015-02-24 |               38 |              33 |              43 |               48 |               68 |              26 |              87 |                1,914 |                1,927 |                 0.00 |                  0.12 |                 1.38 |
| 2015-03-04 |               63 |              43 |              83 |               50 |               70 |              22 |              86 |                2,002 |                1,893 |                 0.00 |                  0.12 |                 4.56 |
| 2015-03-08 |               49 |              45 |              53 |               51 |               71 |              27 |              88 |                1,971 |                1,911 |                 1.49 |                  0.11 |                 2.05 |
| 2015-03-10 |               57 |              53 |              60 |               51 |               72 |              27 |              89 |                1,932 |                1,980 |                 0.00 |                  0.11 |                 3.23 |
| 2015-03-11 |               58 |              53 |              62 |               52 |               72 |              27 |              87 |                1,948 |                1,911 |                 0.12 |                  0.11 |                 2.81 |
| 2015-03-15 |               64 |              55 |              73 |               52 |               73 |              32 |              89 |                1,999 |                2,008 |                 0.00 |                  0.11 |                 2.06 |
| 2015-03-18 |               74 |              65 |              82 |               53 |               74 |              27 |              90 |                1,892 |                2,013 |                 0.11 |                  0.10 |                 1.60 |
| 2015-03-23 |               68 |              55 |              80 |               54 |               75 |              35 |              89 |                1,989 |                1,929 |                 0.00 |                  0.11 |                 2.27 |
| 2015-03-28 |               65 |              47 |              82 |               55 |               76 |              33 |              89 |                1,931 |                1,972 |                 0.00 |                  0.11 |                 1.99 |
| 2015-03-29 |               70 |              57 |              82 |               55 |               76 |              35 |              90 |                1,894 |                1,974 |                 0.00 |                  0.10 |                 1.75 |
| 2015-03-30 |               72 |              61 |              83 |               55 |               76 |              33 |              96 |                1,987 |                1,946 |                 0.00 |                  0.11 |                 2.90 |
| 2015-04-02 |               77 |              69 |              84 |               56 |               77 |              38 |              89 |                1,996 |                1,939 |                 0.00 |                  0.10 |                 4.75 |
| 2015-04-05 |               62 |              57 |              67 |               57 |               78 |              38 |              91 |                1,973 |                1,982 |                 0.02 |                  0.10 |                 2.61 |
| 2015-04-08 |               78 |              71 |              84 |               57 |               78 |              35 |              92 |                1,971 |                1,986 |                 0.00 |                  0.10 |                 3.26 |
| 2015-04-09 |               78 |              70 |              86 |               58 |               78 |              36 |              92 |                1,973 |                1,963 |                 0.00 |                  0.10 |                 2.68 |
| 2015-04-13 |               79 |              71 |              86 |               59 |               79 |              39 |              92 |                1,940 |                1,996 |                 0.32 |                  0.10 |                 6.43 |
| 2015-04-15 |               71 |              60 |              81 |               59 |               80 |              38 |              90 |                1,928 |                1,944 |                 0.00 |                  0.10 |                 3.05 |
| 2015-04-17 |               74 |              64 |              83 |               60 |               80 |              38 |              92 |                1,999 |                2,006 |                 1.10 |                  0.11 |                 1.90 |
| 2015-04-20 |               67 |              59 |              74 |               61 |               81 |              39 |              93 |                2,013 |                1,987 |                 0.00 |                  0.11 |                 2.70 |
| 2015-04-23 |               79 |              69 |              88 |               61 |               81 |              44 |              91 |                1,998 |                1,999 |                 0.00 |                  0.11 |                 2.40 |
| 2015-04-24 |               78 |              71 |              85 |               62 |               81 |              46 |              92 |                1,995 |                1,894 |                 0.00 |                  0.12 |                 2.24 |
| 2015-04-26 |               76 |              67 |              85 |               62 |               82 |              46 |              91 |                1,978 |                1,988 |                 0.00 |                  0.12 |                 3.52 |
| 2015-04-27 |               72 |              66 |              78 |               63 |               82 |              47 |              93 |                1,978 |                1,933 |                 0.02 |                  0.13 |                 2.72 |
| 2015-05-04 |               73 |              61 |              84 |               65 |               84 |              42 |              94 |                2,013 |                1,890 |                 0.00 |                  0.16 |                 1.72 |
| 2015-05-06 |               78 |              73 |              83 |               65 |               84 |              49 |              94 |                2,013 |                1,906 |                 0.41 |                  0.17 |                 5.00 |
| 2015-05-07 |               80 |              74 |              85 |               65 |               84 |              47 |              94 |                1,891 |                1,998 |                 0.00 |                  0.17 |                 2.61 |
| 2015-05-10 |               82 |              77 |              87 |               66 |               85 |              51 |              94 |                1,984 |                1,927 |                 0.03 |                  0.17 |                 5.89 |
| 2015-05-12 |               74 |              69 |              79 |               67 |               85 |              50 |              92 |                1,895 |                1,967 |                 0.56 |                  0.16 |                 5.27 |
| 2015-05-17 |               78 |              71 |              85 |               68 |               87 |              52 |              95 |                1,970 |                1,894 |                 0.98 |                  0.17 |                 4.20 |
| 2015-05-26 |               76 |              66 |              85 |               70 |               89 |              57 |              98 |                1,979 |                2,011 |                 0.77 |                  0.17 |                 2.91 |
| 2015-05-28 |               80 |              70 |              90 |               70 |               89 |              54 |              98 |                1,901 |                1,906 |                 0.00 |                  0.17 |                 2.83 |
| 2015-05-30 |               80 |              69 |              91 |               71 |               89 |              53 |              97 |                1,984 |                1,998 |                 0.57 |                  0.17 |                 5.01 |
| 2015-06-01 |               78 |              66 |              89 |               71 |               90 |              53 |              98 |                1,984 |                1,998 |                 0.00 |                  0.18 |                 1.32 |
| 2015-06-03 |               80 |              69 |              91 |               72 |               90 |              52 |              98 |                1,970 |                1,960 |                 0.00 |                  0.18 |                 3.27 |
| 2015-06-06 |               83 |              72 |              93 |               72 |               91 |              57 |             105 |                1,970 |                2,011 |                 0.00 |                  0.18 |                 2.66 |
| 2015-06-11 |               84 |              73 |              94 |               73 |               91 |              61 |             101 |                1,976 |                1,902 |                 0.01 |                  0.21 |                 5.63 |
| 2015-06-24 |               84 |              74 |              93 |               74 |               92 |              61 |             104 |                1,904 |                2,009 |                 0.00 |                  0.21 |                 4.47 |
| 2015-06-25 |               85 |              75 |              94 |               75 |               92 |              60 |             102 |                1,974 |                2,009 |                 0.00 |                  0.20 |                 2.82 |
| 2015-06-29 |               84 |              76 |              92 |               75 |               93 |              59 |             107 |                1,974 |                2,013 |                 0.00 |                  0.19 |                 2.50 |
